"","agri","forest","traffic","water","building","gov","leisure","mine","other","a1","a2","a3","a4","a5","a6","b1","b2","b3","b4","b5","b6","b7","b8","b9","c1","c2","c3","c4","c5","c6","c7","c8","c9"
"a2",0.0260060050405661,0.0141372077644504,0.00302991498599904,0.0299865793462814,-0.00274593781433595,0.0169226077828646,-0.00148715182047705,0.0488710599255875,0.0357732465031036,0.215163852524434,1,-0.475325674828423,-0.523717341839755,0.533787332914542,0.46175208609164,0.488824266599533,0.398840979536338,0.448249777566492,0.399075242339445,0.358911008619908,0.371410110097989,0.451550895159711,0.400475625342817,0.284735211059907,0.0960064714574281,0.155462573423955,0.170030148297991,0.17741029171008,0.0246855616195249,0.160024461587149,0.144741586929281,0.0699698867503621,0.12214252653616
"a3",-0.0261525643284639,-0.00431492992369007,-0.0108239368556201,-0.0208865924326756,-0.0079954148347477,-0.00552814083962099,0.0062399577893479,-0.0377114586054492,-0.0384710571449397,-0.186059405015254,-0.475325674828423,1,0.66755556723805,-0.381272730264222,-0.301793624996652,-0.360532891736082,-0.285713464287839,-0.281546159998917,-0.248553839922236,-0.313962964133746,-0.278859181304377,-0.337808994985722,-0.309845701706724,-0.218114221155626,-0.107230247543592,-0.132517094702948,-0.142041140940974,-0.135722379791604,-0.0198568050973098,-0.12205637430333,-0.134361022236467,-0.0745315743881703,-0.0743437345924149
"a4",-0.0152882101772437,-0.0024764874510656,-0.0153539957615745,-0.0201812653032166,-0.0191179558299153,-0.0136756712418437,-0.0162124595545944,-0.0409889217724606,-0.0376319005989433,-0.209762526107579,-0.523717341839755,0.66755556723805,1,-0.413375573027473,-0.364053546395881,-0.38221789729097,-0.296090367739646,-0.319164078785969,-0.283952888163871,-0.338395974956948,-0.262593109703406,-0.353869228413464,-0.325858796336059,-0.21800685032005,-0.0735253234704577,-0.125101561405167,-0.144937623065538,-0.126468036495518,0.00539981432075833,-0.123391834262534,-0.123336528611748,-0.0516931729517107,-0.0600825155618729
"a5",0.0143460533136485,0.0109620083783634,-0.00720434520192448,0.0144659008219195,-0.00961867993771049,0.0139447394680018,0.00115666196168191,0.0374966048136355,0.015670819344902,0.222662519599048,0.533787332914542,-0.381272730264222,-0.413375573027473,1,0.580876089989003,0.681954605946467,0.455356954132601,0.551139020258516,0.422174125174879,0.473438451665104,0.418604900711652,0.60851142882832,0.463527847735684,0.425786384183975,0.142666716453377,0.195474896160663,0.208317417958247,0.189679536635272,0.0334853662913873,0.187365928216752,0.161395504295973,0.069981890002793,0.149530232800583
"a6",-0.00431977330830901,-0.0139839278203178,0.00754564843334412,0.0105018227752172,0.00177363874877261,0.0173386005212723,0.0290600449290809,0.0136305639656314,0.0143505877572504,0.21851977798681,0.46175208609164,-0.301793624996652,-0.364053546395881,0.580876089989003,1,0.618730884501629,0.438052134378478,0.568086289881229,0.461264907341292,0.44654483653845,0.386430956728971,0.521500380732792,0.413755563470361,0.362108303982543,0.106747439758911,0.169108404278017,0.167231693007687,0.160411113786575,0.0160786158871421,0.16040058713642,0.167858933700679,0.114054650872739,0.130343383742699
"b1",-0.00694169384849627,0.0175868509756021,-0.0115718540208525,0.0156576799063773,-0.0167468194828784,0.00871625192092958,0.00858094210772978,0.0415685877594855,0.0139242764028412,0.215963841170584,0.488824266599533,-0.360532891736082,-0.38221789729097,0.681954605946467,0.618730884501629,1,0.509833370033927,0.610176003096476,0.472938182261222,0.524456014805538,0.45402615038386,0.616972609740331,0.473670013447444,0.47355839717539,0.136731789971668,0.190040518392991,0.207733178911691,0.193261867717641,0.0463127217007334,0.196824098949556,0.190988609165577,0.104048393052898,0.162188395214462
"b2",-0.0114969962233333,-0.00718640135977681,-0.00864010993972634,0.0141285444576879,-0.00886758942092585,0.0286621884593397,0.00733385122209504,0.016162515208236,-0.012062141836187,0.1702925979767,0.398840979536338,-0.285713464287839,-0.296090367739646,0.455356954132601,0.438052134378478,0.509833370033927,1,0.537964551986878,0.456356181526634,0.470335178415215,0.393876517090376,0.45398043446219,0.383358347935186,0.362649073389187,0.0983340572857548,0.155026310371041,0.126939269708654,0.12632001013577,0.0436588623889642,0.133984011260349,0.146109413424032,0.108513587306927,0.0872559429813906
"b3",-0.00968983302967841,0.00781867461950696,0.0229080755784028,0.00324588656038479,0.0102033290175904,0.0255641900602941,0.0268038157274061,0.0152468358820038,0.0137539237500073,0.190100251803105,0.448249777566492,-0.281546159998917,-0.319164078785969,0.551139020258516,0.568086289881229,0.610176003096476,0.537964551986878,1,0.572108996690515,0.483400391918376,0.434797942192183,0.608807128520147,0.451066425469164,0.379945243359418,0.0896338259902477,0.136980240425033,0.176530306212419,0.132840340818747,0.0363864760935057,0.124825248313907,0.121646237923358,0.0367960580307529,0.124272928578528
"b4",-0.0103514778612436,0.0218483166520789,-0.0113640696986229,0.013301679342141,-0.0127981163923906,0.0163737511277782,-0.0112836343053322,0.0454594264301535,-0.0160694713976164,0.192509608851226,0.399075242339445,-0.248553839922236,-0.283952888163871,0.422174125174879,0.461264907341292,0.472938182261222,0.456356181526634,0.572108996690515,1,0.44395097741161,0.433745961056916,0.445390738012155,0.367179352283225,0.32136603217643,0.0762406261116651,0.108010154308007,0.109375000989447,0.130159109535915,0.0221438332526266,0.0832017093884573,0.118114497473545,0.0705382316863756,0.0742279356087789
"b5",0.0128426079276128,0.0443910312964027,-0.031111046316654,0.00492525495649601,-0.0319105506402534,0.00158130687636808,-0.00379146019624707,0.0559541682657649,0.0227616920709119,0.260682362363577,0.358911008619908,-0.313962964133746,-0.338395974956948,0.473438451665104,0.44654483653845,0.524456014805538,0.470335178415215,0.483400391918376,0.44395097741161,1,0.463286513258151,0.51735329145897,0.433075745214759,0.429325037948642,0.156097636756735,0.195671586997872,0.208428756580065,0.182470651019394,0.0760827795891371,0.208949631168776,0.210522531875023,0.133151181719509,0.124775830659562
"b6",0.0258872977205078,0.0136170672676769,-0.0138377795207779,0.0184440544540953,-0.0105279446249184,0.0246987982823404,-0.0123031310771481,0.053369976115699,0.0308063464296872,0.176366447431662,0.371410110097989,-0.278859181304377,-0.262593109703406,0.418604900711652,0.386430956728971,0.45402615038386,0.393876517090376,0.434797942192183,0.433745961056916,0.463286513258151,1,0.522931089501461,0.422971097196003,0.473358822138385,0.176424978513972,0.143749602159674,0.187981658339319,0.197062667239985,0.12672004747191,0.192441041115418,0.145908686007957,0.0641146664084174,0.142446837951942
"b7",0.0193911079867463,0.00920754877524017,-0.00030355436381029,0.0169120595763439,-0.015049668095839,0.0101362000126679,-0.0158597347448504,0.0285600532136907,0.0287273652574712,0.245190479262475,0.451550895159711,-0.337808994985722,-0.353869228413464,0.60851142882832,0.521500380732792,0.616972609740331,0.45398043446219,0.608807128520147,0.445390738012155,0.51735329145897,0.522931089501461,1,0.501535219117484,0.460535549458578,0.194928023432656,0.212535058559913,0.254243483046248,0.222811633230176,0.103667615330371,0.247962454138465,0.165179385428671,0.0865145620948914,0.187124037604689
"b8",0.0183316867414315,0.0406114460513647,-0.0166846598686642,0.0361123831460815,-0.0287794297584089,0.0111410392235093,-0.00720571424617621,0.071031412526,0.0368196104766343,0.158808673683172,0.400475625342817,-0.309845701706724,-0.325858796336059,0.463527847735684,0.413755563470361,0.473670013447444,0.383358347935186,0.451066425469164,0.367179352283225,0.433075745214759,0.422971097196003,0.501535219117484,1,0.400915800976713,0.103197483118354,0.125605998852965,0.163453399068256,0.131960367418369,0.0476495332516793,0.195579390839597,0.134611672234821,0.0494576752373222,0.121755733189722
"b9",0.00126832477213428,0.0635811913595356,-0.0385894400277684,-0.0298383658323048,-0.0529407864681061,0.016508279056977,-0.00290350428039567,0.0285964382677187,-0.00488723722235638,0.185235140158964,0.284735211059907,-0.218114221155626,-0.21800685032005,0.425786384183975,0.362108303982543,0.47355839717539,0.362649073389187,0.379945243359418,0.32136603217643,0.429325037948642,0.473358822138385,0.460535549458578,0.400915800976713,1,0.163745981154949,0.168687603379706,0.214485322978872,0.2344858274054,0.11187514827031,0.184084125770171,0.182430167682924,0.0967660901146883,0.131620250189645
"c1",7.741340969471e-05,-0.00507681405850334,-0.0267733811069638,0.00548521650071705,-0.0149935437759578,-0.00882306047795697,-0.0175727093552163,-0.0183823877229463,-0.0236363688372222,0.172070419492729,0.0960064714574281,-0.107230247543592,-0.0735253234704577,0.142666716453377,0.106747439758911,0.136731789971668,0.0983340572857548,0.0896338259902477,0.0762406261116651,0.156097636756735,0.176424978513972,0.194928023432656,0.103197483118354,0.163745981154949,1,0.494170197400902,0.459290562404612,0.442795434003254,0.416642896834058,0.29540591206524,0.26172144748247,0.254932330999962,0.335633912828822
"c2",0.00258732946346107,0.0166794302779915,-0.0334728878318179,-0.0257666182428047,-0.0205266117137009,-0.0237869249112612,-0.0041294934479236,0.011115218039765,-0.0281848647708536,0.222860337355077,0.155462573423955,-0.132517094702948,-0.125101561405167,0.195474896160663,0.169108404278017,0.190040518392991,0.155026310371041,0.136980240425033,0.108010154308007,0.195671586997872,0.143749602159674,0.212535058559913,0.125605998852965,0.168687603379706,0.494170197400902,1,0.602050009458956,0.372599652074438,0.303357647309366,0.386427548405383,0.268200016509687,0.220156717719045,0.380700120488268
"c3",0.0137413323986674,-0.0185406720651465,-0.0274459834242983,0.00873801288846864,-0.0273862970621875,-0.0125049300208075,0.0108619363179696,-0.00176152913098307,-0.0048843762128338,0.252229997502108,0.170030148297991,-0.142041140940974,-0.144937623065538,0.208317417958247,0.167231693007687,0.207733178911691,0.126939269708654,0.176530306212419,0.109375000989447,0.208428756580065,0.187981658339319,0.254243483046248,0.163453399068256,0.214485322978872,0.459290562404612,0.602050009458956,1,0.468215835260674,0.276365397589125,0.445007115645387,0.326063702485306,0.199126649679008,0.402929316369588
"c4",0.0179663070217176,-0.0257769869010305,0.00350958362864533,0.00508982428409044,0.00102352149823098,0.00621648701357777,-0.000683985892639381,-0.030506632140333,0.00699535227760053,0.188574729330105,0.17741029171008,-0.135722379791604,-0.126468036495518,0.189679536635272,0.160411113786575,0.193261867717641,0.12632001013577,0.132840340818747,0.130159109535915,0.182470651019394,0.197062667239985,0.222811633230176,0.131960367418369,0.2344858274054,0.442795434003254,0.372599652074438,0.468215835260674,1,0.280377163493919,0.299331267020415,0.277899185068515,0.23824605773372,0.29615643984102
"c5",0.0375152461954502,-0.000917854106792638,-0.0126608356280257,0.035483373146662,-0.0136873556623815,0.0122291118182148,-0.0039312128219804,0.0202432142780214,-0.00297582251835879,0.0830289226535687,0.0246855616195249,-0.0198568050973098,0.00539981432075833,0.0334853662913873,0.0160786158871421,0.0463127217007334,0.0436588623889642,0.0363864760935057,0.0221438332526266,0.0760827795891371,0.12672004747191,0.103667615330371,0.0476495332516793,0.11187514827031,0.416642896834058,0.303357647309366,0.276365397589125,0.280377163493919,1,0.241837005791396,0.134067103444774,0.158711955305665,0.263539318067947
"c6",0.0289693143078075,-0.0029097763788075,-0.0355870237128541,0.0114430118772778,-0.0244632453170091,-0.0219516432778777,0.000556946592864869,0.0331382037999973,0.0120273225648547,0.216826851703086,0.160024461587149,-0.12205637430333,-0.123391834262534,0.187365928216752,0.16040058713642,0.196824098949556,0.133984011260349,0.124825248313907,0.0832017093884573,0.208949631168776,0.192441041115418,0.247962454138465,0.195579390839597,0.184084125770171,0.29540591206524,0.386427548405383,0.445007115645387,0.299331267020415,0.241837005791396,1,0.338415816169241,0.212712350445081,0.323530048048511
"c7",-0.00728254729427876,-0.0264093434681014,0.00258914761562114,-0.0069279931692719,0.011116533223951,0.022133458914439,0.0115547836842537,0.019584400078311,-0.00634627513022353,0.224053531506932,0.144741586929281,-0.134361022236467,-0.123336528611748,0.161395504295973,0.167858933700679,0.190988609165577,0.146109413424032,0.121646237923358,0.118114497473545,0.210522531875023,0.145908686007957,0.165179385428671,0.134611672234821,0.182430167682924,0.26172144748247,0.268200016509687,0.326063702485306,0.277899185068515,0.134067103444774,0.338415816169241,1,0.489059640889425,0.197039919272492
"c8",-0.0119062927523624,-0.0291291683015927,0.00130677850940796,-0.0174877905697664,0.0154266353567339,-0.00588580881143534,0.013575718132457,-0.0131449816943365,-0.0171862868901462,0.183632785831221,0.0699698867503621,-0.0745315743881703,-0.0516931729517107,0.069981890002793,0.114054650872739,0.104048393052898,0.108513587306927,0.0367960580307529,0.0705382316863756,0.133151181719509,0.0641146664084174,0.0865145620948914,0.0494576752373222,0.0967660901146883,0.254932330999962,0.220156717719045,0.199126649679008,0.23824605773372,0.158711955305665,0.212712350445081,0.489059640889425,1,0.1643079372942
"c9",0.0274386034615404,0.0116114202737109,-0.0303869337478612,0.0152629613919517,-0.0482335713527885,-0.00492202883302884,-0.0158122700435927,0.00970834534373308,0.0074180139899263,0.170202581795869,0.12214252653616,-0.0743437345924149,-0.0600825155618729,0.149530232800583,0.130343383742699,0.162188395214462,0.0872559429813906,0.124272928578528,0.0742279356087789,0.124775830659562,0.142446837951942,0.187124037604689,0.121755733189722,0.131620250189645,0.335633912828822,0.380700120488268,0.402929316369588,0.29615643984102,0.263539318067947,0.323530048048511,0.197039919272492,0.1643079372942,1
