"","agri","forest","traffic","water","building","gov","leisure","mine","other","a1","a2","a3","a4","a5","a6","b1","b2","b3","b4","b5","b6","b7","b8","b9","c1","c2","c3","c4","c5","c6","c7","c8","c9"
"a2",-0.150365308017742,0.165915841266032,-0.127055684129435,-0.116374083814242,-0.132295427097356,-0.0471430013972143,-0.00556314372597366,-0.144003723388804,-0.141885570998298,0.195943952370013,1,-0.327916817480018,-0.389278996753227,0.460434331628629,0.598608530513895,0.570077482523425,0.480000127067046,0.460651128914083,0.375015984557256,0.226450555011804,0.42832696325183,0.443004473740108,0.38993872806958,0.346230611033684,0.0115514728171526,0.10356986911412,0.143056955100536,-0.0167756332767267,0.00287274325648458,0.0667169292131772,0.13555334240577,0.119103452964129,0.137408893638937
"a3",-0.0614152281044058,-0.0184933917413906,-0.00194187292207303,0.167243918232413,0.0504055325962662,0.123060728973909,0.0748452484323589,-0.00772028090111514,-0.0241231699733492,-0.132212262816577,-0.327916817480018,1,0.750765266019386,-0.351843994946551,-0.197967597378127,-0.315973058729066,-0.13680331911234,-0.133939934242968,-0.272134292669265,-0.167330147003512,-0.233479847560384,-0.159562939826174,-0.193717487302464,-0.177012339984207,-0.070181060429144,-0.127587737339027,-0.240952126107832,-0.172510577270845,-0.0606444401977485,-0.137292312323138,-0.198732065588376,-0.274084776398967,-0.0211664770028453
"a4",-0.0641042753312775,-0.0914910150010653,-0.0308710642650375,0.150894771401816,0.016706632581569,-0.00408931055802375,-0.00753384720934991,-0.0519256927284319,-0.0591299072409331,-0.145494688887552,-0.389278996753227,0.750765266019386,1,-0.427862329724288,-0.28052473485621,-0.301682054410267,-0.168298868126789,-0.0969097022629274,-0.185276597048002,-0.0761621972767786,-0.160132145163913,-0.19376070579413,-0.121802670995008,-0.186892488864421,-0.00571822681399871,-0.106336339820676,-0.134922659035739,-0.105513437165025,-0.0682593374361277,0.00550438516388368,-0.118135399199801,-0.125525110212086,0.0398417066833075
"a5",-0.0131319986703875,0.0551012165715378,-0.0763542170146349,-0.238876659153423,-0.105926483000027,-0.0837956148630988,-0.00290944592395776,-0.114281788507455,-0.116169017884149,0.368052344945002,0.460434331628629,-0.351843994946551,-0.427862329724288,1,0.531040407020684,0.793920023051278,0.609732150570162,0.538313463516815,0.458304637378344,0.234117939561116,0.657331803013857,0.695951314197971,0.467785563508011,0.603132485054698,0.248272551613515,0.222958803950287,0.335579946858992,0.204605015878591,0.136315850419075,0.249212114716813,0.254320070506109,0.185906465969766,0.204775294721583
"a6",-0.190012567723896,0.059772312914068,0.00445920977259428,-0.0493483254913477,-0.0559588783953003,0.0338381126898686,0.0585077198553276,-0.113412370667332,-0.166504624690245,0.312542775181118,0.598608530513895,-0.197967597378127,-0.28052473485621,0.531040407020684,1,0.643873368751894,0.475043723808951,0.493328549898541,0.408892495724335,0.313381861148065,0.396338207932455,0.502140259033852,0.321294108680739,0.307076555649545,0.111482966545002,0.252877641860624,0.152627715952438,0.0451272135744063,-0.0101149714542345,0.143635519870009,0.293785653960804,0.256133744827521,0.236142243079246
"b1",-0.14336999529129,0.174295231413209,-0.180292417804253,-0.167265392704807,-0.202857789876643,-0.125688491701959,0.00595978118972777,-0.105851285373404,-0.217412236020687,0.364658998202603,0.570077482523425,-0.315973058729066,-0.301682054410267,0.793920023051278,0.643873368751894,1,0.670390993792301,0.661711882506322,0.490776334607343,0.371535412177639,0.702291022820302,0.709990532085541,0.519193815862746,0.641032160373032,0.356015943475499,0.335509035880753,0.381226425319567,0.219792859450101,0.0352875887246414,0.31102384031775,0.285830075679981,0.261699885518321,0.306615461373253
"b2",-0.0272427399429741,0.0460189355662163,-0.158914593051666,-0.0451230671959312,-0.0936861827100925,-0.0968760748502337,-0.0315973830131543,-0.0314757520248838,-0.0733932982154436,0.328170571778161,0.480000127067046,-0.13680331911234,-0.168298868126789,0.609732150570162,0.475043723808951,0.670390993792301,1,0.613883108652592,0.484832837909216,0.433103491484472,0.542807363486961,0.576481203748733,0.459037540769563,0.60081544621315,0.222425812260863,0.336583558356572,0.266980695826114,0.0558005809710054,0.0940258700757764,0.325227138393667,0.25183419826918,0.211637114278267,0.288388033249792
"b3",-0.0785064440778177,0.0733308917885567,-0.0487614159409772,-0.0396738278203306,-0.116694110713978,-0.0343529410316726,0.0121845012583972,-0.137104722094443,-0.155525682709382,0.323821303921402,0.460651128914083,-0.133939934242968,-0.0969097022629274,0.538313463516815,0.493328549898541,0.661711882506322,0.613883108652592,1,0.572865303746669,0.380162811458213,0.557354003768821,0.661898953976217,0.432334813662504,0.519007690662483,0.212157280749583,0.20860963584191,0.222122902479713,-0.0178884803928119,0.0800722315671978,0.103437796446743,0.163134937611761,0.100805725235698,0.211500221692827
"b4",0.0336589935156482,-0.021911912249134,-0.0742274032565852,-0.0974632564853846,-0.0625482829238593,-0.10880275737512,-0.137400173192743,-0.0760775813918257,-0.140045849085719,0.329450821400967,0.375015984557256,-0.272134292669265,-0.185276597048002,0.458304637378344,0.408892495724335,0.490776334607343,0.484832837909216,0.572865303746669,1,0.460971480611595,0.452885418750523,0.399684917238121,0.38036653253895,0.505193025913982,0.24762045531941,0.0655428367907696,0.183170606644294,-0.0544328247603423,0.0704902287485289,0.104757082337312,0.117102959765464,0.0634742435446573,0.101813845738052
"b5",0.0696734271226812,-0.00344397903464109,-0.136505976928232,0.0922982145803734,-0.15056394993068,-0.0957813908006952,-0.0565704422824676,-0.0178577214484747,-0.0604016855579957,0.274552032540717,0.226450555011804,-0.167330147003512,-0.0761621972767786,0.234117939561116,0.313381861148065,0.371535412177639,0.433103491484472,0.380162811458213,0.460971480611595,1,0.365473166247272,0.313758399896672,0.367858488057575,0.39921575160543,0.139302730158431,0.144502870921685,0.154919002370498,0.0349070933487607,0.19268265840503,0.402279888213996,0.201417453095887,0.10810896549243,0.108949512082006
"b6",-0.0818188032944906,0.197025402969938,-0.114959849224211,-0.138274571158916,-0.16286832670694,-0.161271868774738,-0.0177726546832765,-0.10160640384561,-0.133576140456065,0.260226561584086,0.42832696325183,-0.233479847560384,-0.160132145163913,0.657331803013857,0.396338207932455,0.702291022820302,0.542807363486961,0.557354003768821,0.452885418750523,0.365473166247272,1,0.685161828683828,0.561958887759498,0.658048588284063,0.317700005415091,0.227190908735958,0.422839087391266,0.108560005183546,0.16156271881362,0.379114634150307,0.11887924791092,0.0716095595348291,0.267530040849903
"b7",-0.0463773771425218,0.202853342735546,-0.0313031551168546,-0.109087853579589,-0.0571897630491591,-0.029437538737371,-0.0254466126526433,-0.130714496782234,-0.0481887095592786,0.355156099640993,0.443004473740108,-0.159562939826174,-0.19376070579413,0.695951314197971,0.502140259033852,0.709990532085541,0.576481203748733,0.661898953976217,0.399684917238121,0.313758399896672,0.685161828683828,1,0.569250740818615,0.587540160774338,0.27588232120785,0.307089857128733,0.365284235263846,0.099320864072319,0.11586579535875,0.234740746435145,0.087544800600596,0.027855442628678,0.410288183725312
"b8",-0.00487352034088065,0.1333937963621,-0.166901926295166,0.0399865477616784,-0.191240503108444,-0.1775989823856,-0.0160921036857344,-0.0559699761862878,-0.0436715888147143,0.315035994918747,0.38993872806958,-0.193717487302464,-0.121802670995008,0.467785563508011,0.321294108680739,0.519193815862746,0.459037540769563,0.432334813662504,0.38036653253895,0.367858488057575,0.561958887759498,0.569250740818615,1,0.429249897799944,0.187786581929162,0.256287290500751,0.338086745572167,0.118463641811031,0.106231414326103,0.396290355133546,0.185231305417028,0.0936873843769145,0.276132122758592
"b9",0.0441486333820696,0.0884796126518228,-0.271393601003519,-0.0532683953673251,-0.388529725043717,-0.196195527879998,-0.016004946006951,0.0455464551622881,-0.122635157631182,0.340913013428505,0.346230611033684,-0.177012339984207,-0.186892488864421,0.603132485054698,0.307076555649545,0.641032160373032,0.60081544621315,0.519007690662483,0.505193025913982,0.39921575160543,0.658048588284063,0.587540160774338,0.429249897799944,1,0.399412486031961,0.309921187179077,0.527332583267724,0.23819090844614,0.260662558816614,0.28652022562748,0.111560362737477,0.153153123254686,0.326028034822404
"c1",-0.0809371666160649,-0.179552896049004,0.0219848509048705,0.0541628058779186,-0.0103428587484693,0.0234572016475051,0.23439384314388,-0.0339409502470593,-0.120954567888547,0.268715743951974,0.0115514728171526,-0.070181060429144,-0.00571822681399871,0.248272551613515,0.111482966545002,0.356015943475499,0.222425812260863,0.212157280749583,0.24762045531941,0.139302730158431,0.317700005415091,0.27588232120785,0.187786581929162,0.399412486031961,1,0.610599214532034,0.543219445286314,0.389071213683604,0.404518026626492,0.467005660022306,0.415367644771855,0.31942996846773,0.465796704853663
"c2",-0.00256938522826909,0.0237559211589889,-0.0426647004599799,0.0676293987193245,-0.0867687032051434,-0.0408565442582724,0.116683370781611,0.0948472907262121,-0.0441779502903231,0.300478414701919,0.10356986911412,-0.127587737339027,-0.106336339820676,0.222958803950287,0.252877641860624,0.335509035880753,0.336583558356572,0.20860963584191,0.0655428367907696,0.144502870921685,0.227190908735958,0.307089857128733,0.256287290500751,0.309921187179077,0.610599214532034,1,0.577360722468447,0.394821350091981,0.274331776298413,0.479254492007164,0.455063994775794,0.403049041859562,0.456482084828257
"c3",-0.0371019963571286,0.0813108758442847,-0.0960507893959462,0.0325547084822907,-0.153646737204021,-0.0529617723293098,0.189889229074965,0.0775552506100492,-0.0105176651949363,0.325663763193626,0.143056955100536,-0.240952126107832,-0.134922659035739,0.335579946858992,0.152627715952438,0.381226425319567,0.266980695826114,0.222122902479713,0.183170606644294,0.154919002370498,0.422839087391266,0.365284235263846,0.338086745572167,0.527332583267724,0.543219445286314,0.577360722468447,1,0.565447714421748,0.358985293880677,0.480588934305246,0.439429929607224,0.41252625894019,0.56358982912991
"c4",-0.149505149067025,0.160251603613087,-0.204465807858319,-0.062921350463924,-0.169002793626203,-0.117691612420005,0.0849721999113816,0.0679113963336381,-0.0718325169863101,0.00819837393180434,-0.0167756332767267,-0.172510577270845,-0.105513437165025,0.204605015878591,0.0451272135744063,0.219792859450101,0.0558005809710054,-0.0178884803928119,-0.0544328247603423,0.0349070933487607,0.108560005183546,0.099320864072319,0.118463641811031,0.23819090844614,0.389071213683604,0.394821350091981,0.565447714421748,1,0.390639390555575,0.322414000170535,0.214239435095059,0.271189955654825,0.286095019984322
"c5",0.0343057008837567,-0.156129727638077,0.130825855065223,-0.011741752829174,0.114774761349975,0.133305019891112,0.164904418444387,0.037766707091725,0.0502359541046173,0.177296367601328,0.00287274325648458,-0.0606444401977485,-0.0682593374361277,0.136315850419075,-0.0101149714542345,0.0352875887246414,0.0940258700757764,0.0800722315671978,0.0704902287485289,0.19268265840503,0.16156271881362,0.11586579535875,0.106231414326103,0.260662558816614,0.404518026626492,0.274331776298413,0.358985293880677,0.390639390555575,1,0.375846453249898,0.11749804989125,0.0924256320151627,0.191878452695106
"c6",0.070019107337744,-0.010115925606123,-0.0573826737341508,0.212929236129285,-0.0673405033526742,-0.0713570757346208,0.121948240164732,0.0993160504286371,0.0511531878784094,0.194000037392301,0.0667169292131772,-0.137292312323138,0.00550438516388368,0.249212114716813,0.143635519870009,0.31102384031775,0.325227138393667,0.103437796446743,0.104757082337312,0.402279888213996,0.379114634150307,0.234740746435145,0.396290355133546,0.28652022562748,0.467005660022306,0.479254492007164,0.480588934305246,0.322414000170535,0.375846453249898,1,0.407378394359535,0.294804637360798,0.374593894112876
"c7",-0.142622736199273,-0.199617920611236,0.0133075962928047,0.112805452916788,0.0490577999683838,0.0676032886531447,0.164563368270962,-0.067425177822013,-0.111830580249842,0.305758918692259,0.13555334240577,-0.198732065588376,-0.118135399199801,0.254320070506109,0.293785653960804,0.285830075679981,0.25183419826918,0.163134937611761,0.117102959765464,0.201417453095887,0.11887924791092,0.087544800600596,0.185231305417028,0.111560362737477,0.415367644771855,0.455063994775794,0.439429929607224,0.214239435095059,0.11749804989125,0.407378394359535,1,0.685547957080147,0.278159404890852
"c8",-0.241401637958426,-0.200744573726104,0.0761478904246039,0.10176947599132,0.0865449756557403,0.12820325548087,0.201540507462854,-0.0658340121048264,-0.111437925280137,0.271318435929694,0.119103452964129,-0.274084776398967,-0.125525110212086,0.185906465969766,0.256133744827521,0.261699885518321,0.211637114278267,0.100805725235698,0.0634742435446573,0.10810896549243,0.0716095595348291,0.027855442628678,0.0936873843769145,0.153153123254686,0.31942996846773,0.403049041859562,0.41252625894019,0.271189955654825,0.0924256320151627,0.294804637360798,0.685547957080147,1,0.201990918232484
"c9",-0.00293066107764838,0.116522018862099,-0.121681649711314,0.122250665459767,-0.146654017754521,-0.112995333713546,0.035385365752648,0.0820899680148587,0.0529157748561277,0.202886957008761,0.137408893638937,-0.0211664770028453,0.0398417066833075,0.204775294721583,0.236142243079246,0.306615461373253,0.288388033249792,0.211500221692827,0.101813845738052,0.108949512082006,0.267530040849903,0.410288183725312,0.276132122758592,0.326028034822404,0.465796704853663,0.456482084828257,0.56358982912991,0.286095019984322,0.191878452695106,0.374593894112876,0.278159404890852,0.201990918232484,1
